id,name,email,phone,billing_address
31cff2a2-84b2-4e35-ab91-bc121aa4d68a,Cascade Solutions,accounts@cascadesolutions.com,9882070937,"769, Trichy Road, Madurai, Tamil Nadu, India"
4bf95d57-a29d-4710-accc-bde0997a980b,Cobalt Ventures,accounts@cobaltventures.com,9868353204,"162, Race Course Road, Coimbatore, Tamil Nadu, India"
2fb4defd-277d-4bae-a918-c1059aaccd4b,Vertex Manufacturing,accounts@vertexmanufactur.com,9877187530,"781, Anna Salai, Pune, Tamil Nadu, India"
87b81cba-317e-43a8-bedf-914e8c90be27,Union Solutions,accounts@unionsolutions.com,9893926371,"306, Peelamedu Main Rd, Pune, Tamil Nadu, India"
f46e1a84-42c5-4393-ad6c-f997fb99ce2a,Crownstone Retail Group,accounts@crownstoneretail.com,9830513739,"383, Anna Salai, Pune, Tamil Nadu, India"
8ec156a7-a3ff-4990-b879-eec6a4ae68af,Pinegate Motors,accounts@pinegatemotors.com,9810076758,"614, Trichy Road, Tiruppur, Tamil Nadu, India"
d20ec49d-495c-4bb3-b4ad-4b1ecec79e2c,Vanguard Solutions,accounts@vanguardsolution.com,9858718453,"900, Trichy Road, Bengaluru, Tamil Nadu, India"
1ddccdbe-04f7-46ec-8112-2f7ea2820f20,Beacon Consulting,accounts@beaconconsulting.com,9820570592,"88, Peelamedu Main Rd, Tiruppur, Tamil Nadu, India"
f8cd2121-7cc2-4fd0-8c2e-b5d9c45f6866,Coastal Enterprises,accounts@coastalenterpris.com,9881498611,"785, Anna Salai, Erode, Tamil Nadu, India"
88db8079-ec0e-4750-a423-75b1a101ed0c,Cascade Pharma,accounts@cascadepharma.com,9883793389,"170, Trichy Road, Pune, Tamil Nadu, India"
4098a988-3be0-49d4-b041-d1145d237d5c,Highland Exports,accounts@highlandexports.com,9866792612,"988, Anna Salai, Pune, Tamil Nadu, India"
be381003-ff09-4714-8979-9ec1f27f792b,Pinegate Retail Group,accounts@pinegateretailgr.com,9851837852,"409, Peelamedu Main Rd, Madurai, Tamil Nadu, India"
c0dfe5ba-bea1-461d-919b-9f7945b8a708,Palisade Motors,accounts@palisademotors.com,9870597444,"124, Anna Salai, Bengaluru, Tamil Nadu, India"
7f0705ca-9b33-4962-bf01-a72b1993a470,Solstice Holdings,accounts@solsticeholdings.com,9812823170,"603, Avinashi Road, Bengaluru, Tamil Nadu, India"
70df4490-bcda-47cf-b8d8-7af1e6cfa7ce,Harborview Technologies,accounts@harborviewtechno.com,9810965138,"73, Peelamedu Main Rd, Coimbatore, Tamil Nadu, India"
